g,a,B4,B6,eps_bg,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_1_B,a_B,gamma,g_std,a_std,B4_std,B6_std,eps_bg_std,gamma_1_std,gamma_2_std,gamma_3_std,gamma_4_std,gamma_5_std,gamma_6_std,gamma_7_std,gamma_1_B_std,a_B_std
1.9348702180578712,7.371362443578068,0.024233009789954442,-0.0011011905668950057,13.78483378028177,0.04993729523965416,0.027087102293710003,0.1353753743088391,0.12084290595934238,0.017180143139499806,0.007454450093359921,0.005000000814953395,-0.011963474462999814,-1.055828259126936,"[0.04993729523965416, 0.027087102293710003, 0.1353753743088391, 0.12084290595934238, 0.017180143139499806, 0.007454450093359921, 0.005000000814953395]",0.00518188373048225,0.18441070882607333,0.012983573333663114,0.004874072331937647,0.019623648304744754,0.0012117943921159872,0.007851202744719923,0.19821786849389292,0.26077271912923894,0.019020816689144522,0.01499463104835228,0.01454132636701734,0.0005694262640593137,0.07568747900393585
