g,a,B4,B6,eps,gamma,gamma_mean
1.8641580793802588,6.061659182610177,0.07995172513117046,0.0,14.744981908977154,"[0.01828693668511465, 0.013075541172479216, 0.060242995571084326, 0.013437646352636244, 0.005802214842760351, 0.007830359490815083, 0.010479002560098816]",0.024245440816461447
