g,a,B4,B6,eps,gamma,gamma_mean
2.0491752436977633,4.723622108052686,-0.05778492628757947,0.0,14.78518880197826,"[0.020287507582237182, 0.004971210293962473, 0.11813347698276402, 0.011175474052029464, 0.012088306128235901, 0.012433139251863916, 0.015575398739447582]",0.028734138321593664
