g,a,B4,B6,eps_bg,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_1_B,a_B,gamma,g_std,a_std,B4_std,B6_std,eps_bg_std,gamma_1_std,gamma_2_std,gamma_3_std,gamma_4_std,gamma_5_std,gamma_6_std,gamma_7_std,gamma_1_B_std,a_B_std
2.08811200657576,7.10342171804025,0.017741942586487782,-0.0009777589590316163,13.803684745117987,0.06414028293267741,0.03259975543059249,0.13581549748406255,0.11999780252160308,0.013045543324202087,0.005000085885493657,0.013237340584759434,-0.017629146608712315,-1.284457911710419,"[0.06414028293267741, 0.03259975543059249, 0.13581549748406255, 0.11999780252160308, 0.013045543324202087, 0.005000085885493657, 0.013237340584759434]",0.005572155077330945,0.20901550739367097,0.012929646947982007,0.004852456225073429,0.020457184501804948,0.001725856061717208,0.007441472368757543,0.17922937851591553,0.24365514602232785,0.013221579051361633,0.004296495519885217,0.05794368871947972,0.0007723235584595231,0.08818857549437703
