g,a,B4,B6,eps,gamma,gamma_mean
2.055751503569795,5.673093788601145,-0.045661980206693854,0.001898070517060233,14.671066900970791,"[0.042161926555858355, 0.003304268070224632, 0.14185445694706245, 0.04271924393404761, 0.02375488575901482, 0.020926826833661694, 0.021987012220708646]",0.03825159461284729
