g,a,B4,B6,eps,gamma,gamma_mean
1.8852338964788249,6.85753598344782,0.03710059415453701,-0.003274547279023285,14.64735418970354,"[0.02366332488861376, 0.0953954262346797, 0.050436088196966544, 0.054304822199025764, 0.025269075975462872, 0.02213510724384837, 0.021153665391288923]",0.03792017566260939
