g,a,B4,B6,eps,gamma,gamma_mean
2.015288429529822,4.1726475502760705,-0.06409709981880164,0.0016161011213222025,14.026479400672988,"[0.03902374702007474, 0.014361859863772747, 0.02049840574022213, 0.18296650478820603, 0.0483566551559703, 0.06921112015235599, 0.06473958485464264]",0.05106665419322159
