g,a,B4,B6,eps,gamma,gamma_mean
1.8884564675937738,4.781609736460465,0.0489716707970991,-7.02842253077281e-05,13.972595000335987,"[0.035435537649236126, 0.016543411751780025, 0.020419667708475652, 0.03216800179749125, 0.07232426084813795, 0.06024877442967874, 0.054683945022039174]",0.04270236496565171
