g,a,B4,B6,eps,gamma,gamma_mean
2.036688732820424,4.8029772116590435,-0.004070677118259376,-0.0005044675194637259,14.428431092160336,"[0.026786854021066356, 0.11590387935752323, 0.06960560079551098, 0.052354529666584035, 0.06667871658781248, 0.07176092822227806, 0.07333829916617884]",0.05668806632210915
