g,a,B4,B6,eps,gamma,gamma_mean
1.8828251927068562,6.050689518183212,0.03517840205224387,-0.0013404661154953993,14.416847318522407,"[0.02554699968796567, 0.16827852819084155, 0.025618886958281198, 0.030512486355141727, 0.04710973775679573, 0.05796663661566139, 0.06418848845693584]",0.052468359825198305
