g,a,B4,B6,eps,gamma,gamma_mean
1.8471832136538735,6.07120714580533,0.026143734926344163,-0.0005886620125579072,14.169561354815235,"[0.016295824401082827, 0.12874894413122756, 0.054528418526687876, 0.06735201622575636, 0.07102606996676876, 0.07274568859456351, 0.07254149211186373]",0.05827005825987515
