g,a,B4,B6,eps,gamma,gamma_mean
2.0359235680168886,4.677896562229455,0.0190157143073931,-0.0019429496603599254,14.216436164504815,"[0.014806250784925305, 0.11973536168442481, 0.06658180403633009, 0.07575196736789, 0.07524782220813521, 0.0778471518003547, 0.07848779939087464]",0.061998321911799575
