g,a,B4,B6,eps,gamma,gamma_mean
1.8332088496862873,8.250343962483093,0.04877299121471339,1.4301615150465914e-05,14.258764760996279,"[0.005580807637941904, 0.004801186278081141, 0.0862945954957742, 0.04458912016283839, 0.014255365797694425, 0.014449583524286054, 0.01387124694221862]",0.02082174938386228
