g,a,B4,B6,eps,gamma,gamma_mean
2.0648187926252137,6.606591193102349,0.023067203293638535,-0.00041192213264663207,14.384450815801408,"[0.0035502963851429137, 0.0051356297114785125, 0.008624763206933018, 0.014705187588195365, 0.013666216645144093, 0.013873135827828873, 0.015614926908910491]",0.01726027365721754
